frame,x,y
532,206,290
533,207,301
534,207,311
535,207,323
536,207,317
537,206,306
538,206,295
539,205,284
540,204,275
541,203,266
542,202,261
543,201,257
544,199,253
545,199,250
546,198,250
547,197,252
548,196,253
549,194,260
550,193,267
551,192,277
552,191,288
553,189,301
554,189,312
555,185,305
556,182,294
557,179,285
558,177,278
559,174,273
560,172,270
561,170,269
562,168,269
563,166,272
564,164,276
565,162,282
566,160,290
567,158,298
568,157,310
569,155,322
570,153,335
571,151,349
572,149,364
573,147,381
574,146,398
575,144,415
576,144,417
577,145,408
578,147,400
579,149,395
580,151,390
581,152,386
582,155,384
583,156,384
584,157,385
585,158,387
586,160,391
587,162,395
588,163,401
589,164,407
590,164,415
591,162,411
592,161,404
593,157,397
594,154,392
595,151,387
596,148,383
597,146,381
598,143,381
599,140,382
600,139,385
601,135,388
602,133,392
603,130,398
604,129,396
605,129,387
606,130,377
607,131,370
608,131,363
609,131,358
610,132,354
611,132,350
612,133,349
613,133,348
614,134,349
615,134,353
616,136,358
617,136,364
618,138,373
619,140,382
620,140,394
621,140,405
622,131,385
623,115,366
624,101,344
625,88,322
626,73,301
627,62,277
628,45,252
629,25,232
630,1,210
