frame,x,y
0,156,419
1,154,420
2,153,424
3,148,441
4,146,448
5,145,435
6,147,411
7,147,400
8,148,380
9,148,362
10,150,348
11,157,335
12,160,324
13,145,323
14,146,315
15,156,315
16,158,311
17,158,315
18,157,318
19,161,326
20,162,334
21,160,342
22,160,354
23,159,365
24,160,377
25,164,396
26,162,424
27,164,445
28,164,445
29,164,424
30,162,417
31,161,401
32,159,388
33,160,384
34,158,376
35,158,369
36,158,367
37,153,370
38,154,369
39,155,372
40,159,376
41,148,386
42,147,392
43,144,400
44,151,416
45,152,428
46,150,440
47,145,440
48,152,428
49,154,417
50,155,409
51,158,399
52,161,391
53,166,385
54,167,391
55,170,389
56,174,389
57,177,392
58,177,396
59,181,401
60,185,410
61,191,419
62,196,435
63,195,447
64,196,431
65,196,414
66,196,397
67,195,383
68,195,372
69,196,363
70,196,355
71,198,350
72,198,348
73,197,345
74,198,346
75,200,350
76,199,354
77,199,362
78,199,370
79,199,382
80,198,395
81,199,410
82,199,428
83,204,410
84,191,388
85,201,371
86,201,350
87,200,333
88,197,326
89,198,313
90,203,307
91,203,300
92,202,295
93,199,296
94,200,294
95,203,297
96,204,297
97,203,300
98,203,303
99,202,299
100,200,290
101,199,284
102,197,279
103,196,276
104,195,275
105,193,273
106,190,275
107,189,280
108,187,288
109,186,296
110,183,306
111,183,315
112,180,305
113,179,292
114,178,278
115,175,268
116,172,261
117,170,256
118,167,253
119,165,251
120,162,252
121,160,254
122,158,258
123,158,264
124,156,270
125,153,279
126,149,291
127,147,305
128,146,297
129,144,280
130,144,263
131,142,251
132,148,232
133,145,220
134,143,213
135,142,206
136,142,203
137,140,202
138,140,201
139,138,204
140,130,203
141,140,204
142,139,213
143,138,224
144,134,238
145,132,253
146,131,269
147,128,287
148,128,304
149,132,290
150,138,276
151,142,265
152,147,257
153,151,250
154,155,244
155,160,241
156,164,241
157,167,241
158,176,239
159,181,244
160,185,252
161,190,262
162,194,274
163,198,288
164,199,285
165,199,270
166,199,258
167,190,239
168,190,230
169,189,226
170,189,221
171,187,219
172,187,219
173,186,222
174,184,228
175,183,235
176,182,244
177,181,257
178,178,270
179,170,280
180,169,298
181,171,279
182,175,250
183,177,221
184,196,193
185,199,172
186,202,151
187,205,134
188,208,118
189,217,96
190,220,85
191,223,77
192,226,71
193,228,68
194,246,63
195,249,63
196,251,68
197,253,74
198,256,82
199,259,91
200,264,95
201,267,108
202,269,125
203,270,143
204,272,163
205,289,182
206,291,198
207,294,187
208,296,175
209,299,166
210,301,159
211,303,153
212,306,150
213,307,150
214,310,152
215,311,155
216,314,161
217,315,169
218,322,178
219,325,190
220,327,205
221,330,221
222,330,241
223,333,262
224,334,285
225,334,311
226,336,306
227,338,283
228,336,260
