frame,x,y
0,156,426
1,153,427
2,149,429
3,148,435
4,146,449
5,146,443
6,146,418
7,147,394
8,115,352
9,114,349
10,113,348
11,113,347
12,113,347
13,113,347
14,112,347
15,112,348
16,111,348
17,111,348
18,111,348
19,111,348
20,111,348
21,111,348
22,112,348
23,112,347
24,112,347
25,112,347
26,112,347
27,112,347
28,112,347
29,112,347
30,112,347
31,112,347
32,112,347
33,111,348
34,111,348
35,113,347
36,113,347
37,113,347
38,114,347
39,114,347
40,114,347
41,114,347
42,113,347
43,112,347
44,112,347
45,112,347
46,112,347
47,112,347
48,113,347
49,113,346
50,113,346
51,114,345
52,114,346
53,115,346
54,114,345
55,114,345
56,113,346
57,112,347
58,112,347
59,112,347
60,112,347
61,112,347
62,112,347
63,112,347
64,112,347
65,112,347
66,112,347
67,112,347
68,112,347
69,112,347
70,112,347
71,113,346
72,113,346
73,113,346
74,113,346
75,113,346
76,114,345
77,114,345
78,114,345
79,114,345
80,114,345
81,114,345
82,114,345
83,115,345
84,115,345
85,115,345
86,114,345
87,114,345
88,113,346
89,112,346
90,112,346
91,112,346
92,112,346
93,112,347
94,112,347
95,111,347
96,111,347
97,111,347
98,111,347
99,112,347
100,111,347
101,112,347
102,112,346
103,112,347
104,113,347
105,115,347
106,113,348
107,115,348
108,111,348
109,110,346
110,108,347
111,110,347
112,108,346
113,108,346
114,108,347
115,111,346
116,112,347
117,114,346
118,115,346
119,115,345
120,115,345
121,115,345
122,116,345
123,114,346
124,114,347
125,110,349
126,107,348
127,106,347
128,107,347
129,106,348
130,105,349
131,102,350
132,103,350
133,110,347
134,112,347
135,111,347
136,111,347
137,111,347
138,111,347
139,111,347
140,111,347
141,112,348
142,112,347
143,110,347
144,107,346
145,104,346
146,99,354
147,95,347
148,96,344
149,96,348
150,95,348
151,94,346
152,96,362
153,98,349
154,101,348
155,103,346
156,106,346
157,108,347
158,109,347
159,110,347
160,110,347
161,110,347
162,111,347
163,114,347
164,117,346
165,119,348
166,120,347
167,119,351
168,101,352
169,102,352
170,104,351
171,105,350
172,107,350
173,108,349
174,107,349
175,107,347
176,106,345
177,105,343
178,104,342
179,105,342
180,104,344
181,106,345
182,108,345
183,108,345
184,108,346
185,108,346
186,109,345
187,109,345
188,109,346
189,110,346
190,111,347
191,112,347
192,112,346
193,113,346
194,113,345
195,114,345
196,114,345
197,114,345
198,114,345
199,114,345
200,114,345
201,115,345
202,115,345
203,115,345
204,115,344
205,115,344
206,115,344
207,114,344
208,114,344
209,114,344
210,114,344
211,113,344
212,113,344
213,112,344
214,112,344
215,111,344
216,111,343
217,111,343
218,111,343
219,109,343
220,108,343
221,108,343
222,108,343
223,106,343
224,106,343
225,106,342
226,105,342
227,104,342
228,103,342
